Injection_Temperature,Injection_Pressure,Cycle_Time,Cooling_Time,Material_Viscosity,Ambient_Temperature,Machine_Age,Operator_Experience,Maintenance_Hours,Temperature_Pressure_Ratio,Total_Cycle_Time,Efficiency_Score,Machine_Utilization,Shift_Evening,Shift_Night,Machine_Type_Type_B,Machine_Type_Type_C,Material_Grade_Premium,Material_Grade_Standard,Day_of_Week_Monday,Day_of_Week_Saturday,Day_of_Week_Sunday,Day_of_Week_Thursday,Day_of_Week_Tuesday,Day_of_Week_Wednesday,Parts_Per_Hour
0.47408952033069907,1.35914881883061,-0.8565615562202763,0.7280503627291072,1.706789248476077,1.8432859630459895,-1.040282002720711,-0.7153482917471864,0.8384068474215093,-0.9513692122883946,-0.6273352966778225,-0.7463960369769221,0.7833588580521206,1.6155829608067478,-0.5093582666735815,1.3718033315324243,-0.606621015204346,-0.5155800469472481,-1.2020764431021533,-0.39674602380793617,-0.40514732369828577,-0.3551424026022887,2.380476142847617,-0.40011599246292817,-0.42828956637154025,36.5
-0.16813867877670174,0.874834810614935,-0.16189357153445239,0.9017264988763182,-0.49370978088252765,-0.12433331169166027,-0.2708236807299978,-0.8942291349861082,0.4635602688425931,-0.8419543856102326,0.08803693790052915,-0.8960343763868904,0.16447078429525452,-0.6189716184556974,1.9632546783438047,-0.7289674671389758,-0.606621015204346,-0.5155800469472481,0.8318938497948914,-0.39674602380793617,-0.40514732369828577,-0.3551424026022887,-0.420084025208403,-0.40011599246292817,2.3348689263480744,29.9
0.6242207876545083,-0.011937317103907297,-1.9105405674677332,-1.052130032779804,0.7629308670667818,0.8594763256771646,-0.9376875597886157,-0.773758363008875,-0.22365845855208655,0.13183757182540662,-2.1157710750747145,-0.7579066784699966,0.9930647342837862,-0.6189716184556974,-0.5093582666735815,-0.7289674671389758,-0.606621015204346,-0.5155800469472481,0.8318938497948914,2.520504151250418,-0.40514732369828577,-0.3551424026022887,-0.420084025208403,-0.40011599246292817,-0.42828956637154025,56.9
1.499986513710056,-0.7349976673977331,0.40102703674543966,0.5109551925450936,-1.5684682297865424,1.1145380835135263,0.3447429768625725,-0.8102646575474305,-0.09870959902578115,1.2004557123821196,0.52649088812597,-0.7981939236957574,-0.3265478527349865,1.6155829608067478,-0.5093582666735815,-0.7289674671389758,-0.606621015204346,1.9395630337539338,-1.2020764431021533,-0.39674602380793617,2.4682379507576417,-0.3551424026022887,-0.420084025208403,-0.40011599246292817,-0.42828956637154025,31.0
-0.2598855643634753,0.6429097925961604,1.095695021431263,-0.878453896632593,0.6416760677032518,0.24004062807457124,-0.42471534512814035,-0.2845740161922316,-0.09870959902578115,-0.7106565935964384,0.8264856961749562,-0.27445973576086813,0.440668767624765,-0.6189716184556974,1.9632546783438047,1.3718033315324243,-0.606621015204346,1.9395630337539338,-1.2020764431021533,2.520504151250418,-0.40514732369828577,-0.3551424026022887,-0.420084025208403,-0.40011599246292817,-0.42828956637154025,15.0
-0.2598855643634753,0.3291288858648782,1.095695021431263,0.12018388621386902,-0.817515211001045,-0.5251446454345154,-0.14258062706487898,-0.1823563914842762,-0.09870959902578115,-0.4772382966830273,1.091865718679829,-0.1766192830697349,0.1593560068261895,-0.6189716184556974,1.9632546783438047,-0.7289674671389758,-0.606621015204346,-0.5155800469472481,0.8318938497948914,-0.39674602380793617,2.4682379507576417,-0.3551424026022887,-0.420084025208403,-0.40011599246292817,-0.42828956637154025,15.0
1.5583708954470916,0.8407281903180563,-1.7189080199681954,-1.3560632710374227,0.22968532895671306,-1.6547038587098337,0.1652027017314063,2.088335128813875,0.5885091283688985,-0.23287851710179874,-2.011926718442373,1.8434982989648379,-0.2805148555134014,-0.6189716184556974,-0.5093582666735815,-0.7289674671389758,-0.606621015204346,-0.5155800469472481,0.8318938497948914,-0.39674602380793617,-0.40514732369828577,-0.3551424026022887,-0.420084025208403,-0.40011599246292817,2.3348689263480744,63.4
0.7409895511285794,0.5746965520024033,-0.964354864188766,-1.7034155433318448,-0.33662969988886426,0.6044145678408027,-1.040282002720711,-0.8504215815398416,0.08871369026367694,-0.3131160566657841,-1.3773223168002877,-0.8442364896680552,0.9879499568147212,1.6155829608067478,-0.5093582666735815,-0.7289674671389758,-0.606621015204346,-0.5155800469472481,0.8318938497948914,-0.39674602380793617,-0.40514732369828577,-0.3551424026022887,-0.420084025208403,-0.40011599246292817,-0.42828956637154025,39.8
-0.49342309131162,0.9976186436836966,1.095695021431263,-0.40084452222776323,1.5428196902458493,-0.4522698574812694,-1.1941736671188534,0.036681375747056696,0.2136625497899823,-1.038901073630924,0.9534065765033736,0.0017956600729196587,1.1158193935413458,-0.6189716184556974,-0.5093582666735815,-0.7289674671389758,-0.606621015204346,1.9395630337539338,-1.2020764431021533,-0.39674602380793617,-0.40514732369828577,2.8157719063467175,-0.420084025208403,-0.40011599246292817,-0.42828956637154025,25.4
0.515792650142868,-0.6190351583883459,-0.23375577684677915,-0.09691128397014455,-0.8740089243408716,0.27647802205119365,1.3963360169165473,0.7741085254258775,0.6509835581320512,0.6752645443269443,-0.2465726556925705,0.623370300698942,-1.4262250085839634,1.6155829608067478,-0.5093582666735815,-0.7289674671389758,-0.606621015204346,-0.5155800469472481,0.8318938497948914,-0.39674602380793617,-0.40514732369828577,-0.3551424026022887,-0.420084025208403,2.499275257268435,-0.42828956637154025,37.6
